,deviceName,farEndInterface,nearEndInterface,neighborDeviceName
435,KC-1096Goethals-2960x-1,TenGigabitEthernet2/7,GigabitEthernet3/0/50,WAKADSCNT-01MDF-DS01
436,AACC-TMDF-S002,GigabitEthernet4/0/1,GigabitEthernet1/15,AACC-UUT0-S001
437,SJOPA-LAS-IDFPav21-01,GigabitEthernet0,GigabitEthernet2/0/41,SJO-AP-PAV-01-04
438,WAFIFAVNT-8AIDF-AS01,Port 1,GigabitEthernet9/8,SEPEC44761E1BFA
439,WAFIFAVNT-8AIDF-AS01,Port 1,GigabitEthernet8/33,SEPC0255C43B314
440,WA-TUKW-RFTP-002A-S81,TenGigabitEthernet1/1/4,TenGigabitEthernet1/1/15,WA-TUKW-RFNT-002A-S02
441,SJOPA-LAS-HHFOB760-01,Port 1,GigabitEthernet1/0/4,SEP188B45185C97
442,WATKWDCNT-13A02-OS01,TenGigabitEthernet1/1/20,TenGigabitEthernet1/0/2,WATKWDCNT-03A07-CS01
443,HCJA-4B-3750,Port 1,FastEthernet2/0/6,SEP44ADD9D58520
444,WATKWDCNT-3A13-OS01,FastEthernet0/1,GigabitEthernet1/0/24,WSBY3A9S001
445,WAVALOPNT-W1-W01,GigabitEthernet0,nullvalue,WAVALOPNT-W1-APFBD0
446,WAVALOPNT-W2-W01,GigabitEthernet0,GigabitEthernet1/0/9,WAVALOPNT-W2-APF702
447,WAVALOPNT-W2-W01,GigabitEthernet0,GigabitEthernet1/0/1,WAVALOPNT-W2-APFFB0
448,PJA-04-3750,Port 1,FastEthernet2/0/8,SEP34A84EA6A380
449,WQDC-3B5-S001,GigabitEthernet0/1,FastEthernet0/23,WQDC-4B8-S001
450,ORSTVMCNT-MB2EA-AS01,GigabitEthernet0,nullvalue,ORSTVMC-2EA41B8
451,WARNTS2NT-2W-W01,GigabitEthernet0,GigabitEthernet2/0/5,WARNTS2-2W-APF78C
452,ORSTVMCNT-MB3EA-AS01,GigabitEthernet0,nullvalue,ORSTVMC-3EAB77A
453,CA-LCMC-HANN-00BN-S91,GigabitEthernet1/0/1,nullvalue,CA-LCMC-HERI-004E-S01
454,ORSTVMCNT-MB1CA-AS01,GigabitEthernet0,nullvalue,ORSTVMC-1CAD864
455,WASHRWHNT-L3BDF-DS21,GigabitEthernet0,TenGigabitEthernet2/1/9,wsmc-wa3w-B76C
456,CA-LCMC-JLDC-R306-S92,Ethernet4/12,nullvalue,CA-LCMC-JLDC-R306-S91
457,WASHRWHNT-L3BDF-DS21,GigabitEthernet0,TenGigabitEthernet1/1/7,wsmc-wa2w-debd
458,WASHRWHNT-L3BDF-DS21,GigabitEthernet0,TenGigabitEthernet1/1/7,wsmc-wa2w-8225
459,WASTPMCNT-00LLF-AS01,GigabitEthernet0,GigabitEthernet2/0/47,WASTPMC-LF1FF8C
460,WAFIFAVNT-8AIDF-AS01,Port 1,GigabitEthernet8/14,SEP04FE7F699383
461,WAFIFAVNT-8AIDF-AS01,GigabitEthernet0,GigabitEthernet2/1,RBOA-08-2600-1
462,SJOMC-LAS-IDFPCC42-01,GigabitEthernet0,GigabitEthernet2/0/40,SJOAP-PCC4-26
463,SJOMC-LAS-IDFPCC42-01,GigabitEthernet0,GigabitEthernet1/0/3,SJOAP-PCC4-24
464,AKSEWMCNT-01MDF-AS01,GigabitEthernet0,GigabitEthernet5/0/12,AKSEWMC-FL17C68
465,SJOMC-LAS-IDFNEB-02,GigabitEthernet0,GigabitEthernet3/0/11,SJOAP-CON3-03
466,WASHRDBNT-C5IDF-AS89,GigabitEthernet0,GigabitEthernet1/0/45,wsmc-dbw5-cf85
467,WMCC-01A-S001-VSS,GigabitEthernet0,nullvalue,WMCC-01A-B-37
468,WMCC-01A-S001-VSS,GigabitEthernet0,nullvalue,WMCC-02A-B-19
469,AAMC-JDC04-S001,GigabitEthernet1/1/9,GigabitEthernet1/47,AAMC-JDCS-VSS01
470,WASTPEGNT-0001A-AS01,GigabitEthernet0,GigabitEthernet1/0/3,WASTPEG-1EG75D6
471,WASTPFBNT-0002A-AS01,GigabitEthernet0,GigabitEthernet1/0/36,WSPH-SSIM-S001-AP04
472,MMGPL-LAS-MDFPL2-01,Port 1,GigabitEthernet1/0/22,SEP2C31246E8687
473,MMGPL-LAS-MDFPL2-01,Port 1,GigabitEthernet1/0/28,SEPC4B9CDD8E2FD
474,WATKWDCNT-3A13-OS01,FastEthernet0/1,GigabitEthernet1/0/30,WSBY2A2S002
475,WATKWDCNT-01A08-AS01,GigabitEthernet1/0/46,GigabitEthernet1/0/50,WATKWDCNT-01A02-OS01
476,CLDLV-DCS-CAGE5018-01-PRIVATE,Ethernet1/22,Ethernet2/17,CLDLV-UCSM-FI-A(SSI171400JW)
477,WASVMPKNT-1SMDF-WR02,TenGigabitEthernet1/1/4,GigabitEthernet0/0/0,WASVMPKNT-1SMDF-DS80
478,CLDLV-DCS-CAGE5018-01-PRIVATE,Ethernet2/2,Ethernet2/9,CLDLV-DAS-CAGE5163-01(FOX1709G99U)
479,KMC-HPLX-2960-3,GigabitEthernet0,GigabitEthernet2/0/16,WAKADHPNT-01IDF-AP0C6A
480,KMC-HPLEX-3750,GigabitEthernet1/23,nullvalue,NB2-DC-6513-1
481,CHSMC-LAS-SOUTH4-01,GigabitEthernet0,GigabitEthernet1/0/38,CHSMC-S4-11
482,WA-QDC-RW05-RB04-S01,mgmt0,GigabitEthernet1/0/4,WA-QCDC-RW05-RB04-S93
483,WASTPMCNT-0002D-AS01,GigabitEthernet0,GigabitEthernet2/0/4,WASTPMC-2D17ABE
484,WASTPEGNT-0001B-AS01,GigabitEthernet0,GigabitEthernet2/0/14,WASTPEG-POR7E76
485,AKKOIMCNT-E2251-AS01,GigabitEthernet0,GigabitEthernet2/0/29,AKKOIMCNT-2251-12
486,ORSTVMCNT-MBLCA-AS01,GigabitEthernet0,nullvalue,ORSTVMC-LCAE148
487,CA-TZMC-NBDG-001A-S01,GigabitEthernet0,nullvalue,APc067
488,CA-TZMC-EBDG-002A-S01,TenGigabitEthernet2/1/18,nullvalue,CA-TZMC-NBDC-R002-S91
489,ORSTVMCNT-MBLEA-AS01,GigabitEthernet0,nullvalue,ORSTVMC-LEAED1C
490,CLDLV-DCS-CAGE5018-01-CORE,GigabitEthernet1/0/4,Ethernet9/35,CLDLV-ITS-CAGE5020-02
491,WA-FHMC-ARTO-003A-S81,GigabitEthernet1/0/3,GigabitEthernet1/5/9,WAARNMPNT-AWIDF-AS01
492,WA-FHMC-ARTO-003A-S81,Port 1,GigabitEthernet103/2/0/22,SEP001EBE910E31
493,WA-FHMC-ARTO-003A-S81,Port 1,GigabitEthernet103/1/0/13,SEPB8BEBF9CB675
494,WA-FHMC-ARTO-003A-S81,TenGigabitEthernet1/1/1,TenGigabitEthernet1/1/1,WA-HFMC-MEDP-006A-S81
495,KC-1096Goethals-2960x-1,GigabitEthernet0,GigabitEthernet3/0/10,WAKADSCNT-01IDF-APF4FC
496,AACC-TMDF-S002,TenGigabitEthernet2/3,TenGigabitEthernet4/5,AAMC-COREB
497,SJOPA-LAS-IDFPav21-01,GigabitEthernet0,GigabitEthernet4/0/14,SJO-AP-PAV-01-16
498,WAFIFAVNT-8AIDF-AS01,GigabitEthernet0,GigabitEthernet4/2,RBOA-08-2600-12
499,WAFIFAVNT-8AIDF-AS01,Port 1,GigabitEthernet7/9,SEP0016469B6D20
500,WA-TUKW-RFTP-002A-S81,GigabitEthernet1/1/1,TenGigabitEthernet1/1/13,WA-TUKW-RFNT-002B-S01
501,SJOPA-LAS-HHFOB760-01,Port 1,GigabitEthernet2/0/30,SEPF07816A24771
502,WATKWDCNT-13A04-OS01,FastEthernet0/1,GigabitEthernet1/0/4,WSBY13B4S001
503,HCJA-4B-3750,Port 1,FastEthernet1/0/35,SEP44ADD9D491D3
504,WATKWDCNT-3A13-OS01,TenGigabitEthernet1/1/23,TenGigabitEthernet1/1/2,WATKWDCNT-03A07-CS01
505,WAVALOPNT-W1-W01,GigabitEthernet2/0/2,nullvalue,WVOPIDF-W1-S001
506,WAVALOPNT-W2-W01,GigabitEthernet3/0/49,TenGigabitEthernet1/1/1,WA-RENT-VOPM-002E-S01
507,WAVALOPNT-W2-W01,GigabitEthernet0,GigabitEthernet1/0/10,WAVALOPNT-W2-APE84E
508,PJA-04-3750,Port 1,FastEthernet2/0/3,SEP7C95F3C9E80E
509,WQDC-3B5-S001,GigabitEthernet0/1,FastEthernet0/20,WQDC-4B5-S001
510,ORSTVMCNT-MB2EA-AS01,GigabitEthernet0,nullvalue,ORSTVMC-2EA4172
511,WARNTS2NT-2W-W01,GigabitEthernet1/0/2,TenGigabitEthernet1/1/1,WRDC-2W-S001
512,ORSTVMCNT-MB3EA-AS01,GigabitEthernet0,nullvalue,ORSTVMC-3EABB32
513,CA-LCMC-HANN-00BN-S91,Ethernet3/24,nullvalue,CA-LCMC-JLDC-R307-S91
514,ORSTVMCNT-MB1CA-AS01,GigabitEthernet0,nullvalue,ORSTVMC-1CA63D8
515,WASHRWHNT-L3BDF-DS21,GigabitEthernet0,TenGigabitEthernet1/1/9,wsmc-wa3w-18FE
516,CA-LCMC-JLDC-R306-S92,vmnic0,nullvalue,plch0esx01
517,WASHRWHNT-L3BDF-DS21,GigabitEthernet0,TenGigabitEthernet1/1/8,wsmc-wa2e-cf27
518,WASHRWHNT-L3BDF-DS21,GigabitEthernet0,TenGigabitEthernet1/1/4,wsmc-wal3-7E04
519,WASTPMCNT-00LLF-AS01,GigabitEthernet0,GigabitEthernet2/0/4,WASTPMC-LF1FB9C
520,WAFIFAVNT-8AIDF-AS01,Port 1,GigabitEthernet10/30,SEP001E7A25D686
521,WAFIFAVNT-8AIDF-AS01,Port 1,GigabitEthernet7/13,SEP84B517AE4ECE
522,SJOMC-LAS-IDFPCC42-01,GigabitEthernet0,GigabitEthernet2/0/37,SJOAP-PCC4-37
523,SJOMC-LAS-IDFPCC42-01,GigabitEthernet0,GigabitEthernet2/0/43,SJOAP-PCC4-28
524,AKSEWMCNT-01MDF-AS01,GigabitEthernet0,GigabitEthernet2/0/28,AKSEWMC-FL183B0
525,SJOMC-LAS-IDFNEB-02,TwentyFiveGigE1/0/41,TenGigabitEthernet1/1/1,CASJOMCNT-00MDF-DS01
526,WASHRDBNT-C5IDF-AS89,GigabitEthernet0,GigabitEthernet1/0/41,wsmc-ll1e-9dd0
527,WMCC-01A-S001-VSS,GigabitEthernet0,nullvalue,WMCC-02A-B-31
528,WMCC-01A-S001-VSS,GigabitEthernet0,nullvalue,WMCC-02A-B-40
529,AAMC-JDC04-S001,GigabitEthernet2/1/9,GigabitEthernet1/48,AAMC-JDCS-VSS01
530,WASTPEGNT-0001A-AS01,GigabitEthernet0,GigabitEthernet5/0/48,WASTPEG-1EG8122
531,WASTPFBNT-0002A-AS01,GigabitEthernet0,GigabitEthernet1/0/39,WSPH-SSIM-S001-AP03
532,MMGPL-LAS-MDFPL2-01,GigabitEthernet0,GigabitEthernet1/0/8,MMG-AP-MDF-2-03
533,MMGPL-LAS-MDFPL2-01,Port 1,GigabitEthernet4/0/3,SEP000832A98D53
534,WATKWDCNT-3A13-OS01,FastEthernet0/1,GigabitEthernet1/0/27,WSBY3A11S001
535,WATKWDCNT-01A5-AS01,GigabitEthernet1/0/47,GigabitEthernet1/0/49,WATKWDCNT-01A02-OS01
536,CLDLV-DCS-CAGE5018-01-PRIVATE,GigabitEthernet1/0/26,Ethernet10/48,LVDC-5014-OOB-01
537,WASVMPKNT-1SMDF-WR02,GigabitEthernet0/0/3,GigabitEthernet0/0/3,WASVMPKNT-1SMDF-WR01
538,CLDLV-DCS-CAGE5018-01-PRIVATE,Ethernet1/19,Ethernet1/24,CLDLV-DAS-CAGE4019-01
539,KMC-HPLX-2960-3,GigabitEthernet0,GigabitEthernet2/0/22,WAKADHPNT-01IDF-AP18AB
540,KMC-HPLEX-3750,GigabitEthernet1/0/52,GigabitEthernet1/0/3,KMC-HPLX-2960-3
541,CHSMC-LAS-SOUTH4-01,GigabitEthernet0,GigabitEthernet3/0/15,CHSMC-S5-08
542,WA-QDC-RW05-RB04-S01,mgmt0,GigabitEthernet1/0/3,WA-QCDC-RW05-RB04-S92
543,WASTPMCNT-0002D-AS01,GigabitEthernet0,GigabitEthernet2/0/1,WASTPMC-2D15F7A
544,WASTPEGNT-0001B-AS01,GigabitEthernet0,GigabitEthernet1/0/1,WASTPEG-POR67DA
545,AKKOIMCNT-E2251-AS01,GigabitEthernet0,GigabitEthernet1/0/44,AKKOIMCNT-2251-23
546,ORSTVMCNT-MBLCA-AS01,GigabitEthernet1/0/3,nullvalue,OSTVLLC-S001
547,CA-TZMC-NBDG-001A-S01,GigabitEthernet0,nullvalue,CTAR-WP1-W69eb-WP1C06
548,CA-TZMC-EBDG-002A-S01,GigabitEthernet0,nullvalue,CTAR-RAD2-W7a4a-RA2E25
549,ORSTVMCNT-MBLEA-AS01,GigabitEthernet0,nullvalue,ORSTVMC-LEA6E22
550,CLDLV-DCS-CAGE5018-01-CORE,Ethernet1/30,Ethernet2/1,NVCLDLVNT-C5013-TS01(FOC2144R23G)
551,WA-FHMC-ARTO-003A-S81,Port 1,GigabitEthernet103/3/0/14,SEP64A0E7F68C30
552,WA-FHMC-ARTO-003A-S81,GigabitEthernet1/1/2,GigabitEthernet2/5/31,WAARNMTNT-11IDF-AS01
553,WA-FHMC-ARTO-003A-S81,GigabitEthernet2/0/2,GigabitEthernet2/5/7,HFND-07-3750-1
554,WA-FHMC-ARTO-003A-S81,Port 1,GigabitEthernet103/1/0/9,SEP00156389B411
555,AACC-TMDF-S001,GigabitEthernet1/0/1,GigabitEthernet1/19,AACC-SSTB-S002
556,AACC-TMDF-S002,GigabitEthernet1/0/2,GigabitEthernet1/23,AACC-SST3-S001
557,SJOPA-LAS-IDFPav21-01,GigabitEthernet0,GigabitEthernet3/0/34,SJO-AP-PAV-01-11
558,WAFIFAVNT-8AIDF-AS01,GigabitEthernet0,GigabitEthernet3/3,RBOA-08-2600-8
559,WAFIFAVNT-8AIDF-AS01,Port 1,GigabitEthernet10/12,SEPDCEB94BCFAF6
560,WA-TUKW-RFTP-002A-S81,GigabitEthernet0/0/0,TenGigabitEthernet2/1/4,WARVRTP-00002MDF-WR01
561,SJOPA-LAS-HHFOB760-01,Port 1,GigabitEthernet2/0/10,SEP188B45186128
562,WATKWDCNT-13A04-OS01,GigabitEthernet0/1,GigabitEthernet1/0/3,WSBY13A7S001
563,HCJA-4B-3750,Port 1,FastEthernet3/0/17,SEPF41FC266E844
564,WATKWDCNT-3A13-OS01,FastEthernet0/1,GigabitEthernet1/0/26,WSBY3A3S001
565,WAVALOPNT-W1-W01,GigabitEthernet0,nullvalue,WAVALOPNT-W1-APFEF4
566,WAVALOPNT-W2-W01,GigabitEthernet0,GigabitEthernet1/0/5,WAVALOPNT-W2-APEDE0
567,WAVALOPNT-WMDF-W01,GigabitEthernet1/0/2,nullvalue,WVOPMDF-S001
568,PJA-04-3750,Port 1,FastEthernet1/0/44,SEP04C5A4B173C9
569,WQDC-3B5-S001,GigabitEthernet0/1,FastEthernet0/15,WQDC-2B10-S001
570,ORSTVMCNT-MB2EA-AS01,GigabitEthernet0,nullvalue,ORSTVMC-2EAFA36
571,WARNTS2NT-2W-W01,GigabitEthernet0,GigabitEthernet2/0/3,WARNTS2-2W-APFE2C
572,ORSTVMCNT-MB3EA-AS01,GigabitEthernet0,nullvalue,ORSTVMC-3EA6FFC
573,CA-LCMC-HANN-00BN-S91,TenGigabitEthernet1/1/1,nullvalue,CA-LCMC-HERI-001W-S01
574,CA-LCMC-JLDC-R303-S01,GigabitEthernet1/0/8,nullvalue,CA-LCMC-JLDC-R003-S01
575,WASHRWHNT-L3BDF-DS21,GigabitEthernet0,TenGigabitEthernet1/1/10,wsmc
576,CA-LCMC-JLDC-R112-S01,GigabitEthernet0,FastEthernet0/7,JLDC
577,WASHRWHNT-L3BDF-DS21,GigabitEthernet0,TenGigabitEthernet2/1/8,wsmc-wa2e-cf1d
578,WASHRWHNT-L3BDF-DS21,GigabitEthernet0,TenGigabitEthernet2/1/9,wsmc-wa3w-B7DA
579,WASTPMCNT-00LLF-AS01,GigabitEthernet0,GigabitEthernet2/0/2,WASTPMC-LF1EBFA
580,WAFIFAVNT-8AIDF-AS01,Port 1,GigabitEthernet10/29,SEPBCC493A54C55
581,WAFIFAVNT-8AIDF-AS01,Port 1,GigabitEthernet8/18,SEPBC671CDD8548
582,SJOMC-LAS-IDFPCC42-01,GigabitEthernet0,GigabitEthernet2/0/44,SJOAP-PCC4-31
583,SJOMC-LAS-IDFPCC42-01,Port 1,GigabitEthernet3/0/38,SEPF47F353CD54B
584,AKSEWMCNT-01MDF-AS01,GigabitEthernet0,GigabitEthernet5/0/14,AKSEWMC-FL17800
585,SJOMC-LAS-IDFNEB-02,GigabitEthernet0,GigabitEthernet3/0/5,AP003a
586,WASHRDBNT-C5IDF-AS89,GigabitEthernet0,GigabitEthernet1/0/46,wsmc-dbw5-941f
587,WMCC-01A-S001-VSS,GigabitEthernet0,nullvalue,WMCC-02A-B-41
588,WMCC-01A-S001-VSS,GigabitEthernet0,nullvalue,WMCC-01A-2D19
589,AAMC-JDC01-S001,e0j,GigabitEthernet1/24,NAS_PAMC-01
590,WASTPEGNT-0001A-AS01,GigabitEthernet0,GigabitEthernet1/0/45,WASTPEG-1EG6934
591,WASTPFBNT-0002A-AS01,GigabitEthernet0,GigabitEthernet1/0/41,WSPH-SSIM-S001-AP02
592,MMGPL-LAS-MDFPL2-01,Port 1,GigabitEthernet2/0/1,SEP2C31246AC13B
593,MMGPL-LAS-MDFPL2-01,Port 1,GigabitEthernet1/0/24,SEPC4B9CDD92B7F
594,WATKWDCNT-3A13-OS01,GigabitEthernet0,GigabitEthernet1/0/10,WA-Sabey-DC-W003
595,WATKWDCNT-01A5-AS01,GigabitEthernet1/0/48,GigabitEthernet1/0/50,WATKWDCNT-01A02-OS01
